IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Female	All	All	All	70.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Female	All	All	All	70.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Female	All	All	All	72.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Female	All	All	All	77.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Female	All	All	All	77.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Female	All	All	All	79.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Female	All	All	All	82.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Female	All	All	All	81.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Female	All	All	All	80.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Female	All	All	All	82	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Female	All	All	All	83.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Male	All	All	All	79.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Male	All	All	All	74.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Male	All	All	All	74.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Male	All	All	All	74.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Male	All	All	All	75.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Male	All	All	All	78.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Male	All	All	All	83.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Male	All	All	All	84.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Male	All	All	All	90	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Male	All	All	All	94.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Male	All	All	All	94.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Male	All	All	All	94.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Male	All	All	All	98.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Male	All	All	All	100.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Male	All	All	All	105.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Male	All	All	All	108	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Male	All	All	All	114.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	15-17	All	All	48.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	15-17	All	All	46	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	15-17	All	All	43.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	15-17	All	All	35.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	15-17	All	All	39.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	15-17	All	All	40.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	15-17	All	All	46.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	15-17	All	All	50.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	15-17	All	All	50.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	15-17	All	All	56.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	15-17	All	All	52	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	15-17	All	All	41.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	15-17	All	All	45.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	15-17	All	All	52	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	15-17	All	All	52.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	15-17	All	All	50.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	15-17	All	All	58.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	18-19	All	All	57.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	18-19	All	All	59.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	18-19	All	All	56.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	18-19	All	All	52.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	18-19	All	All	50.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	18-19	All	All	54.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	18-19	All	All	57.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	18-19	All	All	58.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	18-19	All	All	60.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	18-19	All	All	63.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	18-19	All	All	63.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	18-19	All	All	59	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	18-19	All	All	55	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	18-19	All	All	63.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	18-19	All	All	67.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	18-19	All	All	65.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	18-19	All	All	73.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	20-29	All	All	69.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	20-29	All	All	64.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	20-29	All	All	64.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	20-29	All	All	62.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	20-29	All	All	64.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	20-29	All	All	67	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	20-29	All	All	70.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	20-29	All	All	70.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	20-29	All	All	76.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	20-29	All	All	75.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	20-29	All	All	76.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	20-29	All	All	73.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	20-29	All	All	75.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	20-29	All	All	81.9	
